,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
296512,2017-08-14,3,2,85,True,Not Recommended,"My thought process buying this Me Uhm I'm bored. Let's buy something. Oh look this game.... it. buys the game Starts it up ʘ ʘ Looks at the start menu/intro (ಠ_ಠ) are these es on a budget? Dayuum... Gets into a game (ಠ ಠ) ""OOOOOOOOOOOH"" yeah baby get ed.. bam bam. pew pew ... get's 7th place. Damn I knew standing up was a mistake... what a grass simulator. thinks If I wanted to do this I should of just opened my door.... naaa lets just spend money.... Gets into another game ლ ᔑ ﺪ ᔐ.ლ Right.... 89 minutes later. D Opens window Imagines Throwing pc out the window. but then realises it's his joy sits back down.Then comes here To do this. My thought process buying this Me Uhm I'm bored. Let's buy something. Oh look this game.... it. buys the game Starts it up ʘ ʘ Looks at the start menu/intro (ಠ_ಠ) are these es on a budget? Dayuum... Gets into a game (ಠ ಠ) ""OOOOOOOOOOOH"" yeah baby get ed.. bam bam. pew pew ... get's 7th place. Damn I knew standing up was a mistake... what a grass simulator. thinks If I wanted to do this I should of just opened my door.... naaa lets just spend money.... Gets into another game ლ ᔑ ﺪ ᔐ.ლ Right.... 89 minutes later. D Opens window Imagines Throwing pc out the window. but then realises it's his joy sits back down.Then comes here To do this. ___________________ _______________ ____ ____ ___________ __ ___ ___ __________ _______ __ __ _________ _________ ______ ____ _ ______ _____________ _____ ___ _ ______ _______________ ___ _ ______ ________ _______ __ ______ ______ _________ _______ __ ________ _____ __________ _____ __ _______ _____________ ______ __________ ________ ______ ______ ____________________________ __ ______ __________________________ _ _____ ____ _______ ______________________ _ ____ _ _ __ _____ _________________ __ ___ _ __ ____ ____ ___ __ ________ ___ _____ _________________ _____ __ _______ ___ _______ ________ ________ ________ ____ ________ ________ ________ ___ _________ ___ ___ _________ ___ __ _________ ____ __ _________ __ __________ _ __________ _ __________ ___________ ___________ __ ___________ ___________ __ ___________ ______ ___________ _ ____ __________ ____ ____ _________ _________ ______ ________ __ ________ ____________ _ ______ _________ _______ ___________ __ ____ ____ ____ ______ _______ _________ ____ ___ _____ _________ ________ _______ _____________ ____ _________ _______ _______ ______ _____ __ ____ ____ __ __ ______ ____ __ _______ _ ________ ____________ __ _______ __ _______ _____ ____ _ _____ __ _______ ______ _ __ _______________ _ ___ _________ __ _ _ __ __ __ ___ ____ ____ _____ _______ ______ ________ _______ ________ ________ ________ _________ ________ _________ ________ __________ _______ ___________ _______ ____________ _______ _____________ _______ _____________ _______ ______________ _______________ ________________ _________________ __________________ ___________________ ___________________ ___________________ ____________________ ____________________ _____________________ _____________________ ______________________ _______________________ ________________________ __________________________ _____________________________ _______________________________ ""BAM"" this has been MarKEY your ordinary reviwer. leave this behind and move onto bigger things or if you really want to play this.... then open your door and hide in grass.",PLAYERUNKNOWN'S BATTLEGROUNDS
137091,2015-04-26,1,4,316,False,Recommended,An amazing game on the PS3 and an absolutely EPIC game on the PC no need to say anything else 3,Grand Theft Auto V
366596,2017-09-14,7,103,1874,True,Not Recommended,After over 1k hours I'm ready to review Rust. It's a garbage game plain and simple. With every new update the game progressively gets worse and feels less like a pvp/survival game and more like a constant grind which rewards giant groups and constantly on solo players. The component system and twig updates were the last nails in the coffin and as you can see from Steam charts this game is dying rapidly. Even servers wipe every 2 days at this point. 8/10 if this was 2 years ago 2/10 now.,Rust
29098,2018-10-10,2,3,2,False,Not Recommended,"I really really wanted to enjoy this game. I was expecting a vastly different experience than what I got.Character creation is alright. Got through it with minimal difficulty although it's a bit hard for your character not to look like a goblin. Just made the Palico resemble my cat like I'm sure a ton of other people did.The first big red flag for me was the part just off the ship. I'm presented with a fairly obvious path I test it and find I can't fall down or off somewhere I'm not supposed to go and that's fine. But good god as soon as I turn the camera all hell breaks loose. It did not help that the design choice for this particular bit was the same or very similar 'VERY HOT VOLCANO' texture ing. EVERYWHERE.Okay fine. Got through that and jumped off the big boi. Now I'm in the jungle and yep the camera's just as . My character is a bit slow but I assume that's just because hey tutorial I don't have most of my controls yet. Yeah.Nah. You move like you're carrying bricks in your underwear and you best be deliberate with where you're going lest you get punked by some monsters. The problem with such clunky movement and camera controls though is that when you're up against a big monster or even a horde of little guys they're both a ton more nimble than you are. Maybe there's upgrades for this? I didn't want to bother playing any further to find out. The combat was unintuitive and I didn't even get a prompt telling me how to attack until AFTER I had been trying every button figuring out how to unsheathe my weapon figuring out how to put it away by accident getting it back out and finally attacking these little rat bastards that are orbiting me all the while and while all of this is going on the NPCs are shouting at me to use potions and items attack a certain thing run here run there Just. Stop. For a ing second. This game throws WAY too much at you from the outset. I appreciate having a wide diversity of weapons and attack methods to choose from but why the hell do you dump 16 choices on a brand new player and expect them to make an informed decision? Sure you get a brief summary of what each weapon does plus a video showing the attacks but come on. Am I really supposed to just try all of these at some point replying missions until I get to pick my favorite? Why not just have these weapons be unlocked via progression of similar playstyles? Light / Heavy / Ranged. Nothing is less helpful than the absolute shantytown cluster of a town they dump you into either. While I can appreciate the seeming intention of ""Hey we crashed a boat here and built on a mountain"" aesthetic why make the goddamn one safe point we've been to so far a challenge in of itself? ""The lifts help you get around."" Which lift? There's pulleys and moving everywhere and the minimap is so minimally helpful because you have layers of wood and rope and canvas covering up everything. No graphical settings could compensate for this god awful design. Which by the way when your UI in a mission unironically resembles a meme image of ""modern shooters"" with icons and flashing and text and instructions ING EVERYWHERE It's a bad UI. I could guess at what my health and stamina was but the rest of what I was looking at so made little goddamn sense.I put the game down at the end of the first mission when I couldn't even stick around to explore or butcher the corpses of my kills.Maybe this game would be fun to Monster Hunter vets who can deal with a console port but for someone who has had no experience in the series Monster Hunter World was an absolute turn off.I refunded my purchase on Oct 10th 2018 after two whopping hours of confusing obtuse gameplay.",MONSTER HUNTER: WORLD
244323,2018-04-12,1,2,333,False,Not Recommended,give me back different weather.region lock china.,PLAYERUNKNOWN'S BATTLEGROUNDS
166590,2015-04-14,2,38,229,False,Not Recommended,Buy this at your own risk. Looks like almost all of the negative reviews are from people who cannot even play the game due to Social Club errors. I'm currently still not able to launch the game after hours trying the possible fixes. Still no response on this issue from Rockstar after more than 1/2 a day. I rarely pre order and I sure do regret this one.,Grand Theft Auto V
292510,2017-12-27,1,2,469,False,Not Recommended,There are a lot of lags and servers problems. Also no matter what your Pc Spec were it still lag and glitches everywhere.,PLAYERUNKNOWN'S BATTLEGROUNDS
6743,2016-12-27,1,2,16,False,Recommended,become a hooker,Dead by Daylight
151629,2015-04-14,2,61,118,False,Not Recommended,Allow us to change Social club accounts in game why make the game stick to one account.,Grand Theft Auto V
135484,2016-06-26,1,2,739,False,Recommended,10/10 would kill friends again.,Grand Theft Auto V
366424,2014-04-14,1,3,297,True,Recommended,If i have to describe Rust to a person who don't seen it so far i would say it's something like minecraft but it's texture way better than minecraft and it's played on one map which is like australia everything can and will try to kill you. And of course next to the natural habitat lives you and hundred more like you who even gonna try to bash your head just for your rock. This thens feeling makes this game unbelievably fun to play. Ohh did i mentioned that if you log off in game you just fell aslepp so others can kill you while you are away this makes the game highly addictive.Well keep in mind the game is still in alpha so a lot is about to change but seeing the devblog every Friday makes me belive this game is gona be 10 or 100 times more fun by the time passing it worth every penny you spend on it.,Rust
379265,2016-10-03,1,2,1081,True,Recommended,I have nearly reached 400 hours in this game and i can say it is one of the best games i have ever played. Nothing compares to the feeling of having a naked man scream at you for having a tiny as your spear connects with his skull and everything goes silent then as hes bleeding out and begs for mercy you wiggle your dong in front of his eyes scream obscenities and then end his existence with your rock. Only to see him respawn next to you and get sniped by a roofcamper. 10/10 would play a guitar in the middle of a clan war as a 10 v 10 is happening without a single care in the world .,Rust
121019,2017-06-22,1,2,493,False,Not Recommended,Put in too many hours into this game to get sent down on some ery#FREEBUBBA,Grand Theft Auto V
243659,2018-06-30,1,2,760,False,Not Recommended,"""Skilled"" Chinese hackers )",PLAYERUNKNOWN'S BATTLEGROUNDS
218609,2017-07-02,2,3,53,True,Recommended,Great game would recommend to my friends if I had any (,PLAYERUNKNOWN'S BATTLEGROUNDS
292638,2017-07-04,1,4,241,True,Not Recommended,Nothing special,PLAYERUNKNOWN'S BATTLEGROUNDS
62637,2015-07-07,3,2,104,False,Recommended,"""This game gave me autisim"" IGN (9/11)",Rocket League®
121310,2018-06-06,1,2,2828,False,Not Recommended,This game is wasted my life.,Grand Theft Auto V
121712,2015-12-15,1,3,344,False,Recommended,Estaba en una lucha de puro puño saque la escopeta lo mate y me dijeron que valia 10/10,Grand Theft Auto V
259739,2017-04-28,1,2,342,True,Recommended,good game,PLAYERUNKNOWN'S BATTLEGROUNDS
245222,2017-10-04,2,3,415,False,Not Recommended,This game is badly broken I regret EVERY ING CENT i spent on it. Its not worth anything Unturned and TF2 are Free games but worth more than this something it was fun until other devs who can actually make games made BRs cause they made us realise how of a game this is.Just go play ROE Blackout Unturned Arena Last Man Standing or even Fortnite cause its less Cancer this point of time,PLAYERUNKNOWN'S BATTLEGROUNDS
151442,2016-08-05,1,2,278,False,Recommended,Multiplayer 10/10,Grand Theft Auto V
243756,2017-12-09,2,2,483,True,Recommended,WHY DOES THIS GAME S NAME HAVE TO BE IN ALL CAPS OTHERWISE IT S A GOOD EARLY GAME!!!,PLAYERUNKNOWN'S BATTLEGROUNDS
219096,2017-07-08,2,3,287,True,Recommended,Camping simulator 2017. Find a bush hide in a bush if zone is shrinking and ur not in the zone find another bush. Ez win,PLAYERUNKNOWN'S BATTLEGROUNDS
384319,2016-12-29,1,2,67,False,Not Recommended,Whenever I load into a server. the game crashes. don't get the game,Rust
121168,2018-05-13,1,2,112,False,Not Recommended,My friend got banned after playing this game for 4 hours Brough it again and got banned after 10Fix you rockstar ffs,Grand Theft Auto V
136234,2015-05-17,1,3,183,False,Recommended,Love this game well worth the wait!,Grand Theft Auto V
287312,2017-08-23,1,3,437,True,Recommended,Product received for free. Get this game,PLAYERUNKNOWN'S BATTLEGROUNDS
361474,2013-12-24,17,11267,13,True,Recommended,"After around an hour and a half of bad spawns scarce resources and short lived ventures into the more inhabited areas of the map I ran into the first friendly player I had met in Rust. I had initially spotted him pretty far away but I paid no real notice to him as he had a rock equipped. Eventually he got close enough for us to clearly see each other and upon the realization that neither of us were hostile we both pulled out torches as a mutual sign of peace (or the highest possible level of non aggression that can exist in Rust). I dropped my old hatchet for him as I had just finished crafting one with metal and he gave me some food as a sign of good faith. After nearly 30 minutes of searching and scavenging we had pooled enough resources to craft us each some minimally decent gear. We knew that if we wanted to progress any further we would need to mine boulders and a lot of them. I used what remaining materials we had to put together a 9mm handgun and several bullets though I reminded him it was only in case we really needed it. I had decided earlier during my many unwanted experiences with bullets to the face that I would try my hardest not to run around slaughtering every newly spawned player that I came across. A few minutes out from camp we had encountered a player with a hunting bow. I had been running with my hatchet out so I quickly took out the handgun in my inventory and pointed it in his direction attempting to scare him away. When the player was far enough away we continued up a road towards a few stones. The area was surrounded by trees so I opted to stand guard with the handgun while my friend mined. Just as we were moving on to the next boulder I heard the gunfire start. I turned around to see a player with an assault rifle gunning down my friend and before I could land any shots on him he had already begun shooting me. It was at that moment that I remembered I hadn't even crafted a sleeping bag for the camp as that was one of the objectives of the trip we were taking. I typed into the chat thanking the friend I had made for all of his help and asking the player who had killed us if we had been intruding in his area or something along those lines. He simply wrote ""Sorry guys D"" This is the single problem that I have with games like this. Why does it have to be ""shoot on sight?"" That player had obviously taken us by surprise and was better equipped than us. Even if he had a justifiable reason for approaching two very poorly equipped players (which he really didn't considering we were in the middle of the woods and he had pretty much all of the gear you could need in this game) he could have easily told us to cooperate by either putting away our weapons or just leaving the area. But of course he comes around sees some players trying to gather enough supplies to get to a stable point in the game and decides to go out of his way to approach us and use unecessary ammo for a hatchet and a handgun with four bullets. Then to add even more of an insult he adds an apology at the end as if he had no choice but to shoot two unexpecting half naked unprepared players. All in all though I do see a lot of potential in this game and the good in the community does shine through every once in a while. I just wish that people would realize that they don't need to go around killing players who haven't had the chance to experience the game. People like that are the single reason why so many players on steam feel that they wasted money on what would otherwise be a great experience.",Rust
165442,2015-10-27,1,2,66,False,Recommended,Legit game. Shoot and run. Online Got no idea though Overall 8.5 / 10,Grand Theft Auto V
218238,2018-10-17,1,2,296,False,Not Recommended,Game runs terrible. Its a bottomless cash pit of dog items and cosmetics. So many hackers people who play this 24/7 that have no lives that will kill you in 1 shot with a pistol 2miles away. Not worth getting into.,PLAYERUNKNOWN'S BATTLEGROUNDS
55479,2016-06-01,3,3,4217,False,Recommended,yeah it does alright,Rocket League®
113837,2017-01-20,1,3,60,False,Not Recommended,"Rockstar's ban system is complete garbage. More innocent people trip their system and get banned than the hackers do.UPDATE eat my take twoUPDATE 2 I nominate this game for ""Biggest Scam"" for the steam awards",Grand Theft Auto V
265859,2018-07-25,22,35,161,False,Recommended,Better then fortnite.,PLAYERUNKNOWN'S BATTLEGROUNDS
116550,2017-06-13,3,4,224,False,Not Recommended,"Gunrunning DLC ""You wanna make real money? Dirty little secret for you... It's in microtransactions""",Grand Theft Auto V
258775,2018-01-06,2,3,643,False,Not Recommended,all I got to say is that all servers have been invaded by asians,PLAYERUNKNOWN'S BATTLEGROUNDS
1017,2017-01-29,2,2,220,False,Not Recommended,This game is AIDS. Like reseting ranks in ing every week and or just put you against enemy in Rank 1 when you are Rank 20. If you are a Killer you get Camper/Noob/Hacker/ titles when you kill Survivors. If you play Survivor you got lagging Killer who teleports everywhere and kill you easily. Or your teammates let you die or just simply leave the game... If you dont want to be salty or dont want to have headache just dont buy this game. ITS PURE AIDS/CANCER/EBOLABad community game full of bugs matchmaking...So at last just DONT ING BUY IT. Wish i could refund it.,Dead by Daylight
218888,2017-09-04,1,3,52,True,Not Recommended,GTX950M with Very Low Setting and yet I CRASH,PLAYERUNKNOWN'S BATTLEGROUNDS
285490,2017-05-12,1,2,238,True,Recommended,I love it when you knock someone out and you hear them begging for mercy or just being salty through chat.,PLAYERUNKNOWN'S BATTLEGROUNDS
2769,2017-01-18,2,2,446,False,Recommended,A horrible game that you can spend literally 100% of the time playing with this face .,Dead by Daylight
264938,2017-10-01,1,3,504,True,Not Recommended,SERVER BANGSAAAAAT,PLAYERUNKNOWN'S BATTLEGROUNDS
257382,2017-10-22,3,2,675,True,Not Recommended,bad game experiecve,PLAYERUNKNOWN'S BATTLEGROUNDS
136867,2017-07-30,1,4,106,False,Not Recommended,Banning me for no reaso give my money back a******,Grand Theft Auto V
365186,2018-11-22,1,2,2685,False,Recommended,This game feeds my addiction of being an a hole online.,Rust
220648,2017-11-23,4,5,7,False,Not Recommended,jebo vam bog mater i tradeu i igrici ko je izmislio uopšte,PLAYERUNKNOWN'S BATTLEGROUNDS
241928,2017-12-26,1,2,465,False,Not Recommended,great rpg,PLAYERUNKNOWN'S BATTLEGROUNDS
433733,2016-11-03,1,11,309,False,Not Recommended,Product received for free. Not recommended because again Bethesda relies on other people to fix another one of their top products. I can manage with small bugs annoyances etc. but 1. Not being able to walk through open doors essentially preventing me from finishing quests without the use of the console or mods. Collisions are broken all around.2. Barnabas is EVEN MORE annoying which is almost impossible or so i thought.3. Random objects NPCs and animals can often be found floating in the air.4. Essenntially all of the original vanilla Skyrim bugs are transferred along with introducing new ones.(5. No achievements with or without mods or addons. EDIT I have not touched the game for a few days and suddently the achievements magically appeared go figure.)I'm sick of spending time fixing games instead of playing them. Considering that Fallout 4 is essentially Skyrim with guns and both games were released prior to Skyrim SE I thik Bethesda should do a better job working on a product rather than marketing it. After Thief 2014 i stopped bying Square Enix titles where you spend more time watching opening and closing windows rather than playing. Looks like my blacklist will be expading soon unless there are major improvemets in this product (Skyrim SE). Until then this review will stay negative.,The Elder Scrolls V: Skyrim Special Edition
148374,2018-04-13,1,2,86,False,Recommended,nice game but loading too long,Grand Theft Auto V
390910,2017-12-26,1,2,0,True,Not Recommended,I WANT MY MONEY BACK. THIS DUMB GAME FREZZESES EVERY TIME I TRY TO JOIN A GAME AND IT WONT LET ME PLAY BY MY SELF,Rust
122934,2016-11-24,7,8,1954,False,Recommended,If you have friends this is a great game to play with them.If you don't have any friends this is a great game to play alone.If you don't have the game to play get the money for it.If you don't have the money for it get a job.If you don't have a job rob the bank.If you get arrested robbing the bank at least you tried.,Grand Theft Auto V
135754,2017-05-25,3,2,1,False,Not Recommended,Couldn't get into. Turtorial is too difficult,Grand Theft Auto V
6664,2018-07-25,3,9,190,False,Not Recommended,Goodbye my sprint burst.Goodbye my friend...,Dead by Daylight
64462,2016-01-24,3,3,0,False,Not Recommended,+ Soccer with cars! still soccer,Rocket League®
51557,2018-04-04,1,2,7,False,Not Recommended,Mechanics are pretty cant even move the camera with mouse. Fun game but the controlls are pretty bad need a controller to actually play this.,Rocket League®
242894,2017-09-17,2,2,95,True,Not Recommended,it's fun chinese people paid full price for this game and they see in game ads XDD?? lol bye it's overrated and should be discounted for being in Early Access but no. Nothing,PLAYERUNKNOWN'S BATTLEGROUNDS
148157,2015-06-14,1,2,372,False,Recommended,Great even in 600x800 looks amazing in fullscreen! Great FPS great looks smooth game. Would recommend this game for anyone who likes to do random things &lt 3. I am personally able to run this game 60fps in 1080p fullscreen. With Nvidia so if your PC does not meet up the recommended PC specs then just play in 720p and make it full screen.,Grand Theft Auto V
8176,2017-08-21,1,2,3443,False,Not Recommended,"Dead By Daylight is a great game in theory. If you have friends you can have fun playing as survivors or if you have no friends or life you can be a killer. The game involves a lot of grinding. The game is terribly balanced and is immensely stacked in the killers favour. The killers whine to the developers that survivors (particularily survivors who are friends in teamspeak) are overpowered leading to constant buffs for killers. In addition to this killers are usually bad people who will camp your body once you get hooked resulting in you dying before anything even happens in your match. The killers are able to hook you quickly due to cheap ""perks"" such as Iron Grasp Insidious A Nurses Calling and many more. Often the killer won't even hook you but will straight up kill everyone in the first 5 minutes using a ""Mori"" which is a cheap offering people use to kill survivors outright. The idea that survivors are OP in any way shape or form is so laughable it made me uninstall. I did have fun in my over 300 hours playing this game but only against killers who weren't bad people. When you have to leave it up to the nature of the player to determine how others will enjoy the game it's not balanced. If in the future the developers figure out a way to punish killers for camping hooks I may return to the game. I would not recommend the game to people unless you like grinding and getting dicked by unsporting ""killers"".Edit Oh yeah. I forgot to mention there is no way to block or dodge toxic killers in this game. And the BEST PART of DBD is the fact that your save data will spontaneously delete itself. Yeah. You have to manually go into your files and create a back up save file every time you exit the game unless you want your data to be randomly deleted.Edit The new Freddy Kreuger DLC for this game was fun at first but is now mind numbingly unfun and boring. The only counters to Freddy are SWF and pallet looping the two things that were already a problem in the game. On top of that Freddy has cheap add ons where a survivor will literally spawn into the match already in the dream world. The survivor just spawns in and is already being punished with half efficiency action speed AND having their aura visible to the killer. And the Freddy DLC being released on Double Blood points week just ruins it as every match is Freddy and they all want to slug you to death. Want to play Killer? Just have to wait 15 minutes to get a lobby since literally everyone is playing Freddy right now.Edit Killer EditionThis game is literally broken. The Killer is supposed to be the power role but it is actually the survivors that hold the power. Voice communications aren't built into the game and it wasn't balanced around survivors being able to communicate. But using third party software that is exactly what survivors do.One survivor can run the killer around the map using what are known as ""pallet loops"" and ""semi infinites"". Running in circles around pallets and vaulting through windows a survivor can literally run the killer around the entire map while their team is completing generators (all 5 of which can be completed in a matter of minutes if you aren't applying pressure). If they have an OP perk called Decisive Strike they will probably escape again. You may spend an entire match chasing 1 survivor who might escape you and teabag you at the exit gate. Basically to win as a killer at high ranks you rely on survivors making mistakes and that's not something they will do very often unless they are BOOSTED or inebriated. With the current change to the victory system killers must secure a certain numbr of hooks/deaths to rank up although survivors don't have to survive to rank up. If you're gonna play killer in this metagame don't expect to get any kills and if you do you will get harassed called a camper told to kill yourself etc because that is what this community is. The killer isn't feared. If you play killer you are literally submitting yourself for the survivors entertainment at your expense (basically you are a clown). UNLESS you play 1 of 3 killers and you are good with them (Nurse Billy or Huntress) you may stand a chance. All in all the only fun you will get out of this game is playing survivor and trolling the killer. Just remember there is a real human being controlling that killer and they probably aren't having as much fun as you.2 years on and the games progress can STILL randomly delete itself. That means starting over from scratch. Even if you have a backup of your save file and you send it to the devs they are too incompetent to do anything other than refund bloodpoints. If you had a legacy or rare cosmetic skin you are out of luck. Devs are corrupt and give out legacy skins to people they know and close friends like the community manager it's a disgrace. The point of legacy is it is supposed to be earned.",Dead by Daylight
297196,2017-12-19,2,4,43,True,Not Recommended,this game sucks,PLAYERUNKNOWN'S BATTLEGROUNDS
114105,2018-07-22,1,3,1,False,Not Recommended,I paid for this a while back and planned on playing it. it seemed fun and I liked a lot of the older GTA games. but I cant even launch the game due to the social club not accepting the information I used to set up the account. I do IT for a living and could spend an hour or two figuring out what went wrong contacting tech support and tons of other stuff. but im not going to do that becuse I got this to game and relax not to work more. I could go on about how stupid all of this is but instead im just going to load up baldurs gate the witcher or fallout again and play that some more.,Grand Theft Auto V
137484,2017-06-15,1,2,75,False,Not Recommended,really banning mods?,Grand Theft Auto V
295643,2017-07-01,1,4,4,True,Not Recommended,Completely overhyped game. Lying around on bad looking grass areas with unreal formed hills and ed up East European houses to win a pink panty in the end. 3 Person mode takes away a lot of tension in the game. You can stay behind a tree and still can see the whole area.,PLAYERUNKNOWN'S BATTLEGROUNDS
136072,2015-04-14,1,9,1039,False,Recommended,One of the greates games ever made. Played it for the first time today. 10/10!,Grand Theft Auto V
155755,2015-10-27,1,2,804,False,Recommended,You did the right thing. We had too put a gun to your head. But you still did the right thing.,Grand Theft Auto V
133580,2015-05-08,1,8,186,False,Not Recommended,Clunky and broken not worth the asking price.,Grand Theft Auto V
64374,2015-09-11,1,3,59,False,Not Recommended,"If you suck like me at sport or soccer games then this game isn't for you. I have wasted away a portion of my life playing this game and it's painfully stressful and addicting which led me to uninstalling. When you get to lvl 20 which comes with time played even if you are a noob or suck you get the status of ""PRO"" and will get matched up with the majority of other pros who do the same trick of hitting the ball to the side over the head and around for the goal. All the experienced players do this crap over and over again and I just so happen to be unable to do it for the life of me. I can lose 20 games in a role on ranked 1v1 and still get matched up with pros who shoot with pinpoint accuracy. The MMR is completely jacked up to the point where gone are the days where I see rookie's make mistakes but am paired up with godlike players even when losing the majority of my games over and over cause apparently the MMR still doesn't think I suck enough to play with players my level.",Rocket League®
2645,2016-08-18,2,5,17,False,Not Recommended,Was a fun game until they released the Nurse. No slight hint of balance anywhere in sight completely ruins any mechanics the game was supposed to hold.,Dead by Daylight
114231,2017-06-20,2,3,795,False,Not Recommended,700+ hours played of this game. am now boycotting it due to rockstar's douchiness.,Grand Theft Auto V
244762,2018-09-24,1,2,724,False,Not Recommended,Loot Simulator.,PLAYERUNKNOWN'S BATTLEGROUNDS
378340,2016-02-26,3,2,62,True,Recommended,Do want want to see your hard work get ruined while you sleep?If you answered yes buy this game A.S.A.P!,Rust
218595,2017-07-09,29,18,32,True,Recommended,Before I played ( ʖ ) &lt ヽ / へ / / ﾚ ノ ヽ_つ / / / / ( (ヽ 丿 ) ) / ノ ) LﾉAfter I played ﾌﾌ ム ヽ/ ノ) ヽ/ ( ʖ ノ ゝ._ ノ/ ﾉ 7 ヽーく 丶 ノ ノ / ヽ ー '_人 ーﾉ 丶 _人'彡),PLAYERUNKNOWN'S BATTLEGROUNDS
244228,2018-08-10,2,2,1351,False,Not Recommended,...,PLAYERUNKNOWN'S BATTLEGROUNDS
28782,2018-12-30,9,8,68,False,Not Recommended,I played the game for about 2 hours and I realized it was complete utter garbage. People who are saying the combat is fun have only played cookie clicker games. I spent 30 minutes killing a monster while feeling like my weapon was a pool noodle hitting a rock. Combat is clunky and feels like I'm blindfolded while playing game. I would rather go outside and kill bugs than play this game.,MONSTER HUNTER: WORLD
293255,2017-04-08,3,8,289,True,Not Recommended,I cant believe I gave 30 euros for this you should better buy some drugs,PLAYERUNKNOWN'S BATTLEGROUNDS
219878,2018-12-10,1,3,394,False,Not Recommended,Game was better when it was in alfa then now RIP 30 I could eat a lot of food for that money,PLAYERUNKNOWN'S BATTLEGROUNDS
244977,2017-05-10,1,3,298,True,Not Recommended,I find this game fun to play but that's probably because I've never played a game like it before. It's extremely laggy considering my computer speccs and I can only hope they'll get around to fixing it I can't express how frustrating it is when you start FPS lagging in a shootout. Unless you've already got friends playing it keep away until the price drops or the game has been developed a bit more.,PLAYERUNKNOWN'S BATTLEGROUNDS
134580,2017-01-08,1,2,375,False,Recommended,"""Capitalism Simulator""10/10 Would slave again.",Grand Theft Auto V
365301,2017-12-22,2,2,244,True,Not Recommended,I've played this game for 250 hours over 4 years and they still haven't found a way to get cheaters off of their official servers. Waste of time.,Rust
242024,2017-09-01,1,2,955,True,Recommended,This Game is a must buy played over 1000 hours in Rainbow Six Siege(PC &amp Console) and was always looking for something better and this is it. If you like games Like Rainbow than you will love this. Hated H1Z1 but love this so much better. Also if you get a chance look for Banana Man He is there somewhere.,PLAYERUNKNOWN'S BATTLEGROUNDS
292517,2017-12-20,1,2,223,True,Not Recommended,Just bad..,PLAYERUNKNOWN'S BATTLEGROUNDS
262123,2018-07-18,2,2,147,False,Recommended,wing wong ding dong,PLAYERUNKNOWN'S BATTLEGROUNDS
123487,2017-06-17,15,11,352,False,Not Recommended,Idk its a bit too violent (,Grand Theft Auto V
373703,2013-12-19,1,3,72,True,Recommended,AWESOME GAME! I think that this is the second best game of this year. Totally worth of 19e!,Rust
393453,2017-07-01,3,2,32,True,Not Recommended,not minecraft,Rust
364302,2017-12-16,1,2,2133,True,Not Recommended,they have made it so much harder for smaller groups to be able to sustain a base and made it practically impossible to be able to have a day or 2 away from the game. its made a no life game even more no life. good work facepunch go and your game up even more. ive uninstalled it until somethings done to fix this broken game,Rust
365770,2016-10-10,3,3,1107,True,Recommended,If your looking for a game review you've come to the wrong place but if your looking for an outstanding pie recipe you've come to the right place. Ingredients 1. 6 tablespoons unsalted butter2. 1/2 cup white sugar3. 1/2 cup brown sugar4. 1/4 cup water5. 1/4 teaspoon cinnamon6. 1 pinch salt7. 5 apples peeled cored and sliced8. 1 pastry for double crust pie Directions 1. Preheat oven to 425 degrees F (220 degrees C).2. Combine butter white sugar brown sugar water cinnamon and salt in a saucepan over medium heat. Bring to a boil remove from heat and set aside.3. Roll out half the pastry to fit a 9 inch pie plate. Place bottom crust in pie plate pour in apple slices.4. Roll out top crust into a 10 inch circle. Cut into 8 (1 inch) wide strips with a sharp paring knife or pastry wheel. Weave the pastry strips one at a time into a lattice pattern. Fold the ends of the lattice strips under the edge of the bottom crust and crimp to seal.5. Pour butter sugar mixture over top of pie coating the lattice and allowing any remaining sauce to drizzle through the crust.6. Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C) and bake until the crust is golden brown the caramel on the top crust is set and the apple filling is bubbling 35 to 40 more minutes. Allow to cool completely before slicing. Eat.,Rust
116420,2017-11-11,1,4,856,False,Not Recommended,Single player is decent. Online is cancer.Do you like playing a game where you have to grind for weeks to buy insanely price inflated vehicles where every lobby has someone modding/cheating cheaters who use those cheating programs to do nothing but grief and/or cripple legitimate players so that they can even more easily win already easy challenges a joke of a reporting system that is purely aesthetic wrongful bans for legit players no bans at all for cheaters scripted responses from Rockstar that expect you to deliver a laundrylist of information on alleged cheaters to the point that you would need to record your entire play sessions only to get another scripted response that amounts to nothing all while getting spammed to dump even more money on shark cards into a game that should very well be free?Then this is definitely a game for you.,Grand Theft Auto V
258751,2017-11-25,1,2,44,True,Recommended,This game is very fun to play and addictive. There are still many things that can be added to make the game better but hey it's only early acces. Right now this is my favourite game.,PLAYERUNKNOWN'S BATTLEGROUNDS
25098,2018-08-11,4,4,153,False,Not Recommended,你的好评已经 83 MW1 50382 mw1 了,MONSTER HUNTER: WORLD
