text,span,label,ordinal
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,content,positive,0
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,Active Players,positive,0
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,Monetization,negative,0
Out of all the reviews I wrote This one is probably the most serious one I wrote. For starters the community of this game sucks just like every online game You don't wanna talk to them because they're all just jerks who wanna say you suck or you camped or blah blah blah its rare to get a nice compliment out of people in this game.But you don't have to talk to the community either. Unlike most online games this one doesn't have a mic system so you don't have to worry about hearing a twelve year old cry baby raging at you for nothing. Only time you can talk to people in the game is in the beginning before the match starts if your a survivor and at the end after the match is over as both killer and survivor The end chat is the only one the killer can talk to everyone in the match though. Mostly just to say GG for Good Game.As Survivor you can basically just play every man for himself and be sneaky and say screw you to the other players or you can try to be a good team mate and rescue them if they get on a hook but if someone is a jerk in the chat before the match then you know who not to save if they get hooked. I mostly play killer because I find it more fun than playing survivor and someones gotta play killer and from what I hear most people enjoy playing survivor more. Probably becuase as survivor it feels like a horror game and you get team mates while as killer you're by yourself.But what i'm really trying to say is this game is really great even though the community sucks Just ignore the community and if you get someone who is raging at the end just say gg to them and leave. After seeing that they didn't make you argue with them and waste your time it might make them even more mad even if you got the last word aka GG. So I give this game a 8/10. I wonder if anyone actually read this review I actually had to take my time to write this because I didn't wanna swear in it so you didn't see nothing but censor hearts that steam likes to do. So if you actually read this let me know by leaving a comment so I can be like someone read this peice of crap review yay!,community,negative,3
I have approximatley 280hours on this game. The game is fun in concept however in actual execution it is a broken POS.Lag and latencey issues are terrible and un avoiadable. You can be shot at run several meters behind cover and then seconds later the hits will register and you lose health or die. Gun play is never consistant due to variences in server latency. Lag in the beginning of the game even makes it difficult to pick up critical items. Its very frusrating when this is always present and you don't really get to enjoy the game for what it is.Cheating is huge and it seems like the developers don't mind it. Get used to being killed by people with digits as a name who hip fire headshots at 200 meters.The game was much funner in the beginning of early access. Unfortuanly the developers are in a virtual urinating contest with fort nite so you will see more useless features added (the emoji system) rather then the real gameplay issues being addressed. This WAS the best battle royal. Thankfully battle royal games are the flavor of the week and another good one will be around soon.,lag,negative,1
I have approximatley 280hours on this game. The game is fun in concept however in actual execution it is a broken POS.Lag and latencey issues are terrible and un avoiadable. You can be shot at run several meters behind cover and then seconds later the hits will register and you lose health or die. Gun play is never consistant due to variences in server latency. Lag in the beginning of the game even makes it difficult to pick up critical items. Its very frusrating when this is always present and you don't really get to enjoy the game for what it is.Cheating is huge and it seems like the developers don't mind it. Get used to being killed by people with digits as a name who hip fire headshots at 200 meters.The game was much funner in the beginning of early access. Unfortuanly the developers are in a virtual urinating contest with fort nite so you will see more useless features added (the emoji system) rather then the real gameplay issues being addressed. This WAS the best battle royal. Thankfully battle royal games are the flavor of the week and another good one will be around soon.,cheating,negative,0
I have approximatley 280hours on this game. The game is fun in concept however in actual execution it is a broken POS.Lag and latencey issues are terrible and un avoiadable. You can be shot at run several meters behind cover and then seconds later the hits will register and you lose health or die. Gun play is never consistant due to variences in server latency. Lag in the beginning of the game even makes it difficult to pick up critical items. Its very frusrating when this is always present and you don't really get to enjoy the game for what it is.Cheating is huge and it seems like the developers don't mind it. Get used to being killed by people with digits as a name who hip fire headshots at 200 meters.The game was much funner in the beginning of early access. Unfortuanly the developers are in a virtual urinating contest with fort nite so you will see more useless features added (the emoji system) rather then the real gameplay issues being addressed. This WAS the best battle royal. Thankfully battle royal games are the flavor of the week and another good one will be around soon.,Multiplayer Experience,negative,0
I have approximatley 280hours on this game. The game is fun in concept however in actual execution it is a broken POS.Lag and latencey issues are terrible and un avoiadable. You can be shot at run several meters behind cover and then seconds later the hits will register and you lose health or die. Gun play is never consistant due to variences in server latency. Lag in the beginning of the game even makes it difficult to pick up critical items. Its very frusrating when this is always present and you don't really get to enjoy the game for what it is.Cheating is huge and it seems like the developers don't mind it. Get used to being killed by people with digits as a name who hip fire headshots at 200 meters.The game was much funner in the beginning of early access. Unfortuanly the developers are in a virtual urinating contest with fort nite so you will see more useless features added (the emoji system) rather then the real gameplay issues being addressed. This WAS the best battle royal. Thankfully battle royal games are the flavor of the week and another good one will be around soon.,gameplay,negative,0
The game is a timesink. Really easy to pick up but not that easy to master. Buggy as hell at the moment but at least the game keeps getting patches and is clearly evolving for the better. If you need to something to play for 30min to hour or two this is perfect for it.,bugs,negative,0
The game is a timesink. Really easy to pick up but not that easy to master. Buggy as hell at the moment but at least the game keeps getting patches and is clearly evolving for the better. If you need to something to play for 30min to hour or two this is perfect for it.,Support,positive,0
The game is a timesink. Really easy to pick up but not that easy to master. Buggy as hell at the moment but at least the game keeps getting patches and is clearly evolving for the better. If you need to something to play for 30min to hour or two this is perfect for it.,Gameplay Mechanics,positive,0
SIngle player is far too short lack of DLC online is plagued with cheaters and it's a cash cow.,cheaters,negative,0
SIngle player is far too short lack of DLC online is plagued with cheaters and it's a cash cow.,Monetization,negative,0
SIngle player is far too short lack of DLC online is plagued with cheaters and it's a cash cow.,content,negative,0
Never was in to the online side of the game But as for story mode this game delivers!,Story and Narrative,positive,0
Never was in to the online side of the game But as for story mode this game delivers!,story,positive,0
Honestly It was worth the wait. Thank you Rockstar for making one of the best pc ports of existence. The rain runs well at a full 60 fps most of time in Very high Settings. However unpacking simulator isn't a far off synonym to this title. The game is well polished and the online servers are actually a lot better compared to the consoles. I guess this time we should thank the devs. If all else fail Vinh'll fix it.,Multiplayer Experience,positive,0
Honestly It was worth the wait. Thank you Rockstar for making one of the best pc ports of existence. The rain runs well at a full 60 fps most of time in Very high Settings. However unpacking simulator isn't a far off synonym to this title. The game is well polished and the online servers are actually a lot better compared to the consoles. I guess this time we should thank the devs. If all else fail Vinh'll fix it.,Performance and Optimization,positive,0
Not recommended until connection issues get fixed.Edit. 9 Oct It seems the problem its solved. Now we need content the game isn't fun.,content,negative,0
Not recommended until connection issues get fixed.Edit. 9 Oct It seems the problem its solved. Now we need content the game isn't fun.,Support,positive,0
Not recommended until connection issues get fixed.Edit. 9 Oct It seems the problem its solved. Now we need content the game isn't fun.,Performance and Optimization,negative,0
So poorly OptimisedThis game is incredibley fustratingly un optimised and achieves pain staking frames for example a few occasions my ping was 0 for about 1 minute and nothing happened!!! The frames can go from 40 to 3 in a matter of seconds and 40 frames is still really laggyThe game right now is unplayable not fun or enjoyable the youtubers have all the fun with their gtx1080 whilst people like me running a gtx960 can play.,Performance and Optimization,negative,1
Game constantly kicks you out of multiplayer games then you cannot send an sos or have anyone join you after it happens. The game is supper buggy and needs to be fixed.,bugs,negative,0
Game constantly kicks you out of multiplayer games then you cannot send an sos or have anyone join you after it happens. The game is supper buggy and needs to be fixed.,Multiplayer Experience,negative,0
The game is still buggy if you're okay with that go for it.But don't be shocked if something bizarre like fullscreen refusing to work 100 hours in happens like it happened to me. These random problems have happened to friends too. I'm an MH veteran and I can't believe Capcom released this game in such a buggy state on PC and refuses to fix all the issues. People say its fine now but there are still connectivity issues resolutions issues the game freezes sometimes temporarily etc..,bugs,negative,1
The game is still buggy if you're okay with that go for it.But don't be shocked if something bizarre like fullscreen refusing to work 100 hours in happens like it happened to me. These random problems have happened to friends too. I'm an MH veteran and I can't believe Capcom released this game in such a buggy state on PC and refuses to fix all the issues. People say its fine now but there are still connectivity issues resolutions issues the game freezes sometimes temporarily etc..,Multiplayer Experience,negative,0
The game is still buggy if you're okay with that go for it.But don't be shocked if something bizarre like fullscreen refusing to work 100 hours in happens like it happened to me. These random problems have happened to friends too. I'm an MH veteran and I can't believe Capcom released this game in such a buggy state on PC and refuses to fix all the issues. People say its fine now but there are still connectivity issues resolutions issues the game freezes sometimes temporarily etc..,Support,negative,0
I was about to give up on this game but I guess the developers finally seem to understand what the main priority should be Fix Pubg. That said the last two updates really improved the game's optimization and I feel most netcode/ping issues are solved. And without those issues this is just the most fun and exiting game I've ever played. Period.,Performance and Optimization,positive,0
I was about to give up on this game but I guess the developers finally seem to understand what the main priority should be Fix Pubg. That said the last two updates really improved the game's optimization and I feel most netcode/ping issues are solved. And without those issues this is just the most fun and exiting game I've ever played. Period.,Support,positive,0
I was about to give up on this game but I guess the developers finally seem to understand what the main priority should be Fix Pubg. That said the last two updates really improved the game's optimization and I feel most netcode/ping issues are solved. And without those issues this is just the most fun and exiting game I've ever played. Period.,Gameplay Mechanics,positive,0
I was about to give up on this game but I guess the developers finally seem to understand what the main priority should be Fix Pubg. That said the last two updates really improved the game's optimization and I feel most netcode/ping issues are solved. And without those issues this is just the most fun and exiting game I've ever played. Period.,Multiplayer Experience,positive,0
GTAV is a great game. It is really. The visuals are stunning. Everything about the story/single player is fantastic. I previously had a long review about how the Online was kinda ed up but I got tired of even seeing it in my reviews list. Soooo I edited this review with a writing chainsaw.GTAV is beautiful complex interesting thrilling and funny. Since I'm also weak and attached to material possessions I'd just give it a 10/10 because it allows me to buy stupidly expensive supercars and to drive them slowly in the suburbs with dope music sending bass all around.The story is great and there are of course tons of easter eggs and things to discover. The game is also moddable which is nice.Now GTA Online is a great experience. Well it's true that there are... Hum... Well some loading times. And yeah it's true that apparently it's also moddable leading to lobbys being sometimes clean and sometimes full of hackers. But with the latest updates it's feels even more alive.And of course since I can also drive around town in my stupidly expensive cars and this time not only for my pleasure but for the pleasure of showing off like hell I still recommend playing it.1) Stay away2) Only recommended when on sale3) Recommended4) Highly recommended5) This is a must play,Graphics and Visuals,positive,0
GTAV is a great game. It is really. The visuals are stunning. Everything about the story/single player is fantastic. I previously had a long review about how the Online was kinda ed up but I got tired of even seeing it in my reviews list. Soooo I edited this review with a writing chainsaw.GTAV is beautiful complex interesting thrilling and funny. Since I'm also weak and attached to material possessions I'd just give it a 10/10 because it allows me to buy stupidly expensive supercars and to drive them slowly in the suburbs with dope music sending bass all around.The story is great and there are of course tons of easter eggs and things to discover. The game is also moddable which is nice.Now GTA Online is a great experience. Well it's true that there are... Hum... Well some loading times. And yeah it's true that apparently it's also moddable leading to lobbys being sometimes clean and sometimes full of hackers. But with the latest updates it's feels even more alive.And of course since I can also drive around town in my stupidly expensive cars and this time not only for my pleasure but for the pleasure of showing off like hell I still recommend playing it.1) Stay away2) Only recommended when on sale3) Recommended4) Highly recommended5) This is a must play,Story and Narrative,positive,1
"For 59$'s it isn't worth it maybe get it on sale like I did I remember I got it on sale for Christmas it was brought down half so that was nice. Maybe 30 40 is a nice price I know it takes a lot to make these games but it isn't worth it. Online wasn't great either as you start having modders on PC and some consoles. I'm glad I tried this game but like I said for the price I got it at it was well worth. If I got it for 60$'s I would've been disappointed. The story was great and have played it was twice and very great all though it doesn't have that ""story line"" that you can follow it's just kind of characters you are given and then you start following a story I wish GTA would follow through with GTA 4 story would match GTA 5 better.",Story and Narrative,positive,0
"For 59$'s it isn't worth it maybe get it on sale like I did I remember I got it on sale for Christmas it was brought down half so that was nice. Maybe 30 40 is a nice price I know it takes a lot to make these games but it isn't worth it. Online wasn't great either as you start having modders on PC and some consoles. I'm glad I tried this game but like I said for the price I got it at it was well worth. If I got it for 60$'s I would've been disappointed. The story was great and have played it was twice and very great all though it doesn't have that ""story line"" that you can follow it's just kind of characters you are given and then you start following a story I wish GTA would follow through with GTA 4 story would match GTA 5 better.",Monetization,positive,0
The PC version has a lot of problems bad performance bad servers unability to pause the game even in offline singleplayer bad interface stupid limitations in carrying slots,User Interface,negative,0
The PC version has a lot of problems bad performance bad servers unability to pause the game even in offline singleplayer bad interface stupid limitations in carrying slots,Performance and Optimization,negative,0
